1  365.328	2.196466e+00	1.210740e-01	1.135700e+01	6.850901e-01	2.476657e-01	6.755600e+01	2.215000e+00	8.398645e-01	
2  355.049	2.206721e+00	1.205426e-01	1.135700e+01	6.860298e-01	2.477099e-01	6.755600e+01	2.215000e+00	8.368395e-01	
1  339.316	2.187592e+00	1.195094e-01	1.135700e+01	6.887128e-01	2.476274e-01	6.755600e+01	2.215000e+00	8.335600e-01	
1  320.156	2.202339e+00	1.154130e-01	1.135700e+01	6.973655e-01	2.476911e-01	6.755600e+01	2.215000e+00	8.141623e-01	
2  314.79	2.180593e+00	1.160010e-01	1.135700e+01	6.965535e-01	2.475970e-01	6.755600e+01	2.215000e+00	8.182898e-01	
3  314.245	2.172980e+00	1.162513e-01	1.135700e+01	6.961719e-01	2.475639e-01	6.755600e+01	2.215000e+00	8.199355e-01	
1  314.441	2.174214e+00	1.157861e-01	1.135700e+01	6.971642e-01	2.475693e-01	6.755600e+01	2.215000e+00	8.177409e-01	
2  314.768	2.162672e+00	1.165863e-01	1.135700e+01	6.956637e-01	2.475188e-01	6.755600e+01	2.215000e+00	8.221450e-01	
7  314.333	2.171078e+00	1.157054e-01	1.135700e+01	6.974098e-01	2.475556e-01	6.755600e+01	2.215000e+00	8.175841e-01	
1  314.037	2.162327e+00	1.162557e-01	1.135700e+01	6.963957e-01	2.475173e-01	6.755600e+01	2.215000e+00	8.206711e-01	
12  313.91	2.154752e+00	1.159919e-01	1.135700e+01	6.971397e-01	2.474839e-01	6.755600e+01	2.215000e+00	8.199834e-01	
1  315.344	2.171985e+00	1.153282e-01	1.135700e+01	6.982165e-01	2.475596e-01	6.755600e+01	2.215000e+00	8.158051e-01	
1  314.243	2.157081e+00	1.154552e-01	1.135700e+01	6.982648e-01	2.474942e-01	6.755600e+01	2.215000e+00	8.173845e-01	
28  314.04	2.163048e+00	1.162682e-01	1.135700e+01	6.963525e-01	2.475204e-01	6.755600e+01	2.215000e+00	8.206791e-01	
2  314.651	2.174564e+00	1.164912e-01	1.135700e+01	6.956115e-01	2.475708e-01	6.755600e+01	2.215000e+00	8.209157e-01	
3  314.601	2.143155e+00	1.154739e-01	1.135700e+01	6.985290e-01	2.474323e-01	6.755600e+01	2.215000e+00	8.184068e-01	
1  315.603	2.150620e+00	1.166365e-01	1.135700e+01	6.958179e-01	2.474656e-01	6.755600e+01	2.215000e+00	8.231834e-01	
6  314.575	2.178137e+00	1.162670e-01	1.135700e+01	6.960245e-01	2.475864e-01	6.755600e+01	2.215000e+00	8.196608e-01	
