4  345.418	2.244719e+00	1.195489e-01	1.135700e+01	6.873746e-01	2.478725e-01	6.755600e+01	2.215000e+00	8.299109e-01	
2  335.686	2.233832e+00	1.188431e-01	1.135700e+01	6.891595e-01	2.478261e-01	6.755600e+01	2.215000e+00	8.275040e-01	
1  332.591	2.248030e+00	1.176986e-01	1.135700e+01	6.913563e-01	2.478866e-01	6.755600e+01	2.215000e+00	8.214484e-01	
9  332.208	2.249652e+00	1.173200e-01	1.135700e+01	6.921502e-01	2.478935e-01	6.755600e+01	2.215000e+00	8.196422e-01	
4  321.95	2.219933e+00	1.165969e-01	1.135700e+01	6.943859e-01	2.477667e-01	6.755600e+01	2.215000e+00	8.183598e-01	
5  318.363	2.183500e+00	1.173908e-01	1.135700e+01	6.934445e-01	2.476097e-01	6.755600e+01	2.215000e+00	8.243743e-01	
7  315.091	2.183433e+00	1.160222e-01	1.135700e+01	6.964449e-01	2.476094e-01	6.755600e+01	2.215000e+00	8.181955e-01	
2  315.154	2.180064e+00	1.157020e-01	1.135700e+01	6.972202e-01	2.475947e-01	6.755600e+01	2.215000e+00	8.169667e-01	
3  316.003	2.168588e+00	1.150821e-01	1.135700e+01	6.988300e-01	2.475447e-01	6.755600e+01	2.215000e+00	8.149099e-01	
1  314.886	2.174272e+00	1.155591e-01	1.135700e+01	6.976603e-01	2.475696e-01	6.755600e+01	2.215000e+00	8.167042e-01	
1  317.907	2.181326e+00	1.173220e-01	1.135700e+01	6.936430e-01	2.476002e-01	6.755600e+01	2.215000e+00	8.242104e-01	
2  318.323	2.184919e+00	1.173701e-01	1.135700e+01	6.934588e-01	2.476158e-01	6.755600e+01	2.215000e+00	8.241859e-01	
4  317.911	2.186185e+00	1.172739e-01	1.135700e+01	6.936419e-01	2.476213e-01	6.755600e+01	2.215000e+00	8.236680e-01	
6  317.483	2.196500e+00	1.168779e-01	1.135700e+01	6.942836e-01	2.476659e-01	6.755600e+01	2.215000e+00	8.211928e-01	
6  315.067	2.168586e+00	1.167064e-01	1.135700e+01	6.952710e-01	2.475447e-01	6.755600e+01	2.215000e+00	8.222903e-01	
4  314.452	2.176923e+00	1.162151e-01	1.135700e+01	6.961649e-01	2.475811e-01	6.755600e+01	2.215000e+00	8.195067e-01	
2  314.019	2.155912e+00	1.155884e-01	1.135700e+01	6.979985e-01	2.474890e-01	6.755600e+01	2.215000e+00	8.180699e-01	
5  316.026	2.139913e+00	1.149520e-01	1.135700e+01	6.997434e-01	2.474178e-01	6.755600e+01	2.215000e+00	8.162420e-01	
6  317.51	2.123372e+00	1.159787e-01	1.135700e+01	6.978563e-01	2.473428e-01	6.755600e+01	2.215000e+00	8.220407e-01	
2  316.4	2.129777e+00	1.160109e-01	1.135700e+01	6.976452e-01	2.473720e-01	6.755600e+01	2.215000e+00	8.217543e-01	
6  314.347	2.145453e+00	1.159018e-01	1.135700e+01	6.975408e-01	2.474426e-01	6.755600e+01	2.215000e+00	8.202004e-01	
3  314.274	2.146123e+00	1.156471e-01	1.135700e+01	6.980843e-01	2.474456e-01	6.755600e+01	2.215000e+00	8.189962e-01	
8  313.942	2.154394e+00	1.160234e-01	1.135700e+01	6.970786e-01	2.474823e-01	6.755600e+01	2.215000e+00	8.201505e-01	
1  314.595	2.178894e+00	1.161227e-01	1.135700e+01	6.963242e-01	2.475897e-01	6.755600e+01	2.215000e+00	8.189555e-01	
3  314.628	2.152773e+00	1.163861e-01	1.135700e+01	6.963195e-01	2.474751e-01	6.755600e+01	2.215000e+00	8.219046e-01	
7  314.4	2.154734e+00	1.163337e-01	1.135700e+01	6.963912e-01	2.474838e-01	6.755600e+01	2.215000e+00	8.215353e-01	
