1  282.523	2.237976e+00	1.207791e-01	1.041347e+00	3.046960e+00	9.666307e-01	5.132736e-02	7.394211e+00	6.790827e-01	2.478438e-01	6.694869e+01	2.105126e+00	8.145648e-01	
6  280.281	2.226684e+00	1.225641e-01	1.041129e+00	3.022090e+00	9.593874e-01	3.876229e-02	6.066208e+00	6.675133e-01	2.477956e-01	6.615478e+01	2.053417e+00	8.081920e-01	
1  281.802	2.259915e+00	1.206253e-01	1.041763e+00	3.016806e+00	9.603428e-01	3.511954e-02	5.567154e+00	6.826675e-01	2.479370e-01	6.734112e+01	2.042595e+00	7.995309e-01	
6  280.353	2.253861e+00	1.199802e-01	1.041588e+00	3.013992e+00	9.619448e-01	3.569603e-02	5.637344e+00	6.852834e-01	2.479113e-01	6.745443e+01	2.036856e+00	7.968632e-01	
3  280.467	2.228229e+00	1.206146e-01	1.041334e+00	2.999418e+00	9.649771e-01	3.219635e-02	5.268845e+00	6.793304e-01	2.478022e-01	6.691353e+01	2.007384e+00	7.947823e-01	
1  279.567	2.228919e+00	1.203477e-01	1.041488e+00	3.011323e+00	9.626275e-01	3.698128e-02	5.832474e+00	6.813544e-01	2.478052e-01	6.706489e+01	2.031426e+00	7.980781e-01	
1  279.338	2.224182e+00	1.211426e-01	1.041595e+00	3.019158e+00	9.682529e-01	4.010211e-02	6.207993e+00	6.769450e-01	2.477849e-01	6.677912e+01	2.047404e+00	8.057481e-01	
2  281.219	2.248504e+00	1.200614e-01	1.041900e+00	3.021951e+00	9.718696e-01	4.088764e-02	6.239578e+00	6.854753e-01	2.478886e-01	6.748150e+01	2.053131e+00	8.038114e-01	
1  280.49	2.230555e+00	1.210112e-01	1.042066e+00	3.023203e+00	9.669692e-01	3.992102e-02	6.175705e+00	6.796038e-01	2.478121e-01	6.703988e+01	2.055704e+00	8.067707e-01	
2  279.926	2.226390e+00	1.214053e-01	1.042432e+00	3.049777e+00	9.670466e-01	5.337581e-02	7.644089e+00	6.783086e-01	2.477943e-01	6.698660e+01	2.111064e+00	8.193770e-01	
1  279.576	2.232601e+00	1.206521e-01	1.042482e+00	3.044097e+00	9.686127e-01	5.144216e-02	7.418076e+00	6.830436e-01	2.478209e-01	6.732337e+01	2.099106e+00	8.148823e-01	
1  278.775	2.224201e+00	1.212273e-01	1.041986e+00	3.030381e+00	9.666304e-01	4.529493e-02	6.787766e+00	6.777285e-01	2.477850e-01	6.687995e+01	2.070512e+00	8.104318e-01	
1  279.409	2.236102e+00	1.214760e-01	1.042091e+00	3.039120e+00	9.645262e-01	4.764421e-02	7.020798e+00	6.774520e-01	2.478358e-01	6.693649e+01	2.088685e+00	8.137777e-01	
1  278.394	2.230838e+00	1.206036e-01	1.041762e+00	3.048358e+00	9.679193e-01	5.532840e-02	7.820267e+00	6.809221e-01	2.478134e-01	6.708374e+01	2.108069e+00	8.156282e-01	
1  279.788	2.259268e+00	1.202902e-01	1.042294e+00	3.063631e+00	9.714284e-01	6.224261e-02	8.438644e+00	6.861272e-01	2.479342e-01	6.763085e+01	2.140513e+00	8.213003e-01	
3  280.374	2.264228e+00	1.204135e-01	1.042255e+00	3.072783e+00	9.722064e-01	6.701272e-02	8.886459e+00	6.856450e-01	2.479552e-01	6.761963e+01	2.160194e+00	8.254883e-01	
