1  284.298	2.219280e+00	1.218079e-01	1.040931e+00	3.059886e+00	9.609401e-01	6.303463e-02	8.638687e+00	6.706857e-01	2.477639e-01	6.628276e+01	2.132513e+00	8.217522e-01	
2  281.245	2.219153e+00	1.214230e-01	1.041479e+00	3.067429e+00	9.664609e-01	6.683577e-02	9.002975e+00	6.746598e-01	2.477633e-01	6.659729e+01	2.148659e+00	8.258572e-01	
1  279.854	2.219189e+00	1.212949e-01	1.041694e+00	3.057581e+00	9.696049e-01	5.889366e-02	8.219650e+00	6.760826e-01	2.477635e-01	6.671385e+01	2.127603e+00	8.225710e-01	
2  279.055	2.225339e+00	1.203289e-01	1.042015e+00	3.076565e+00	9.672884e-01	6.908333e-02	9.181961e+00	6.828962e-01	2.477898e-01	6.721492e+01	2.168379e+00	8.265533e-01	
2  279.259	2.227203e+00	1.206719e-01	1.041708e+00	3.079645e+00	9.647273e-01	7.007549e-02	9.276718e+00	6.801382e-01	2.477978e-01	6.700893e+01	2.175068e+00	8.278034e-01	
2  278.655	2.228038e+00	1.202784e-01	1.041679e+00	3.063999e+00	9.684927e-01	6.429115e-02	8.713089e+00	6.822875e-01	2.478014e-01	6.714501e+01	2.141301e+00	8.211568e-01	
1  278.85	2.243254e+00	1.199572e-01	1.041778e+00	3.070316e+00	9.701830e-01	6.831948e-02	9.054214e+00	6.853366e-01	2.478663e-01	6.742970e+01	2.154871e+00	8.226858e-01	
1  279.456	2.266480e+00	1.186809e-01	1.041679e+00	3.060864e+00	9.737222e-01	6.557545e-02	8.710983e+00	6.934085e-01	2.479647e-01	6.806188e+01	2.134599e+00	8.145425e-01	
2  279.885	2.262024e+00	1.177811e-01	1.041294e+00	3.071347e+00	9.743536e-01	7.190557e-02	9.296371e+00	6.968189e-01	2.479459e-01	6.821568e+01	2.157094e+00	8.157132e-01	
2  279.9	2.257716e+00	1.192299e-01	1.040911e+00	3.067126e+00	9.660298e-01	6.572086e-02	8.755203e+00	6.875358e-01	2.479277e-01	6.752866e+01	2.148008e+00	8.162400e-01	
3  280.093	2.270525e+00	1.204418e-01	1.041170e+00	3.064449e+00	9.639852e-01	6.328760e-02	8.513046e+00	6.824869e-01	2.479817e-01	6.730387e+01	2.142265e+00	8.183223e-01	
1  281.536	2.265843e+00	1.198230e-01	1.041212e+00	3.075689e+00	9.643806e-01	7.150967e-02	9.290756e+00	6.857277e-01	2.479620e-01	6.749326e+01	2.166481e+00	8.211941e-01	
3  279.602	2.259017e+00	1.203645e-01	1.041311e+00	3.073856e+00	9.626534e-01	6.702372e-02	8.897690e+00	6.826248e-01	2.479332e-01	6.727344e+01	2.162514e+00	8.220990e-01	
2  279.842	2.258771e+00	1.190015e-01	1.041427e+00	3.093986e+00	9.667793e-01	7.861919e-02	9.942474e+00	6.904369e-01	2.479321e-01	6.779246e+01	2.206485e+00	8.271501e-01	
1  281.179	2.269041e+00	1.173994e-01	1.041477e+00	3.098121e+00	9.759313e-01	8.322223e-02	1.028641e+01	6.998132e-01	2.479755e-01	6.847932e+01	2.215629e+00	8.257054e-01	
3  280.791	2.242254e+00	1.180845e-01	1.041645e+00	3.096758e+00	9.740157e-01	8.134613e-02	1.021481e+01	6.950629e-01	2.478620e-01	6.804448e+01	2.212610e+00	8.282542e-01	
5  280.908	2.238589e+00	1.201737e-01	1.041701e+00	3.100125e+00	9.645164e-01	7.928191e-02	1.008566e+01	6.836081e-01	2.478464e-01	6.728516e+01	2.220072e+00	8.340982e-01	
3  281.177	2.203478e+00	1.216594e-01	1.041380e+00	3.083333e+00	9.605034e-01	7.143831e-02	9.490097e+00	6.719579e-01	2.476960e-01	6.634078e+01	2.183104e+00	8.318874e-01	
3  279.829	2.226155e+00	1.205190e-01	1.041783e+00	3.080483e+00	9.609014e-01	7.024615e-02	9.292862e+00	6.811617e-01	2.477933e-01	6.707822e+01	2.176891e+00	8.265665e-01	
5  279.05	2.221723e+00	1.202655e-01	1.041839e+00	3.058221e+00	9.635987e-01	6.053680e-02	8.360031e+00	6.824641e-01	2.477743e-01	6.714584e+01	2.128965e+00	8.176439e-01	
2  279.592	2.214198e+00	1.197255e-01	1.041536e+00	3.032770e+00	9.634855e-01	4.838386e-02	7.119064e+00	6.840340e-01	2.477421e-01	6.716764e+01	2.075464e+00	8.055240e-01	
4  281.045	2.209032e+00	1.192595e-01	1.041886e+00	3.051110e+00	9.653021e-01	5.556957e-02	7.873611e+00	6.873768e-01	2.477199e-01	6.740308e+01	2.113879e+00	8.124730e-01	
1  280.067	2.229560e+00	1.189317e-01	1.042302e+00	3.055398e+00	9.663272e-01	6.149140e-02	8.412674e+00	6.917041e-01	2.478079e-01	6.784518e+01	2.122964e+00	8.129649e-01	
